Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,LU1VHN-V,144.610000,+,0.600000,Tone,88.5,88.5,023,NN,NFM,5.00,,,,,,
1,LU1VHN-V,147.660000,-,0.600000,Tone,123.0,88.5,023,NN,NFM,5.00,,,,,,
