Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,LU1QA-V,146.250000,+,0.600000,Tone,64.0,88.5,023,NN,NFM,5.00,,,,,,
1,LU1QA-V,146.340000,+,0.600000,Tone,71.9,88.5,023,NN,NFM,5.00,,,,,,
2,LU3QA-V,146.200000,+,0.600000,Tone,100.0,88.5,023,NN,NFM,5.00,,,,,,
3,LU3QA-U,439.900000,-,5.000000,Tone,100.0,88.5,023,NN,NFM,5.00,,,,,,
4,LU4QQ-V,147.845000,-,0.600000,Tone,100.0,88.5,023,NN,NFM,5.00,,,,,,
