Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,LU4OC-V,144.790000,+,0.600000,Tone,94.8,88.5,023,NN,NFM,5.00,,,,,,
1,LU4OC-V,146.340000,+,0.600000,Tone,94.8,88.5,023,NN,NFM,5.00,,,,,,
2,LU4OC-V,147.720000,-,0.600000,Tone,94.8,88.5,023,NN,NFM,5.00,,,,,,
3,LU4OC-U,438.500000,-,5.000000,Tone,94.8,88.5,023,NN,NFM,5.00,,,,,,
