CH No;Frequency;Dup;Offset;TS;Mode;Name;SKIP;TONE;Repeater Tone;TSQL Frequency;DTCS Code;DTCS Polarity;DV SQL;DV CSQL Code;Your Call Sign;RPT1 Call Sign;RPT2 Call Sign
0;144,745000;DUP+;0,600000;5kHz;FM;LU5RC;OFF;TONE;173,8Hz;88,5Hz;023;BOTH N;OFF;0;LU9ABM;;
1;147,750000;DUP-;0,600000;5kHz;FM;LU5RC;OFF;TONE;118,8Hz;88,5Hz;023;BOTH N;OFF;0;LU9ABM;;
2;147,840000;DUP-;0,600000;5kHz;FM;LU5RC;OFF;TONE;156,7Hz;88,5Hz;023;BOTH N;OFF;0;LU9ABM;;
